GENEID	SKMM2control1_gene.sorted	SKMM2control2_gene.sorted	SKMM2control3_gene.sorted	SKMM2IL61_gene.sorted	SKMM2IL62_gene.sorted	SKMM2IL63_gene.sorted	sub_SKMM2_drna_control1_gene.sorted	sub_SKMM2_drna_control2_gene.sorted	sub_SKMM2_drna_control3_gene.sorted	sub_SKMM2_drna_IL61_gene.sorted	sub_SKMM2_drna_IL62_gene.sorted	sub_SKMM2_drna_IL63_gene.sorted
ENSG00000286828.1	0	0	0	0	1	1	1	0	0	0	0	0
ENSG00000286829.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286830.1	0	3	0	1	2	0	1	1	0	1	1	0
ENSG00000286831.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286832.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286833.3	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000286834.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286835.1	1	1	3	2	0	1	0	1	4	1	2	3
ENSG00000286836.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286837.1	0	0	1	0	4	0	2	0	1	1	1	0
ENSG00000286838.1	0	3	2	1	0	0	0	0	0	0	0	0
ENSG00000286839.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286840.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286841.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286842.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286843.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286844.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286845.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286846.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286847.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286848.1	1570	1540	1634	1842	2122	1411	307	296	311	307	362	256
ENSG00000286849.1	6	11	13	5	0	1	1	1	1	0	0	0
ENSG00000286850.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286851.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286852.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286853.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286854.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286855.1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000286856.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286857.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286858.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286860.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286861.1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000286862.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286864.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286865.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286866.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286867.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286868.1	0	0	0	0	0	0	1	1	2	0	0	0
ENSG00000286869.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286870.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286871.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286872.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286873.1	0	0	0	0	0	0	2	0	2	2	0	1
ENSG00000286874.1	12	8	4	6	3	7	1	1	1	1	1	0
ENSG00000286875.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286876.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286877.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286878.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286879.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286880.1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000286881.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286882.1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000286883.1	1	6	2	2	5	12	1	1	0	0	1	2
ENSG00000286884.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286885.3	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000286886.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286887.1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286888.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286889.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286890.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286891.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286892.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286893.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286894.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286895.1	0	0	2	0	0	0	4	1	2	0	1	1
ENSG00000286896.2	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000286897.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286898.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286899.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286900.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286901.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286902.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286903.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286904.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286905.1	20	76	4	7	16	115	5	8	5	5	4	3
ENSG00000286906.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286907.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286908.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286909.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286910.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286912.1	0	0	0	0	0	0	0	7	0	2	2	0
ENSG00000286913.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286914.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286915.1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000286916.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286917.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286918.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286919.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286920.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286921.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286922.2	2	0	0	0	0	1	0	1	0	0	0	1
ENSG00000286923.3	8	5	12	3	5	6	1	0	1	1	4	0
ENSG00000286924.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286926.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286927.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286928.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286929.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286932.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286933.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286934.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286935.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286936.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286937.1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000286938.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286939.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286940.1	0	3	1	0	0	0	3	1	2	1	0	2
ENSG00000286941.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286942.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286943.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286944.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286945.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286946.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286947.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286948.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286950.1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000286951.1	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000286952.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286953.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286954.1	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000286955.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286956.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286957.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286958.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286959.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286960.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286961.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286962.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286963.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286964.1	0	0	0	0	0	0	0	10	0	1	0	0
ENSG00000286965.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286966.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286967.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286968.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286969.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286970.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286971.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286972.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286973.1	10	3	3	0	1	2	0	2	0	0	0	0
ENSG00000286974.1	0	0	0	0	0	0	1	0	0	0	2	0
ENSG00000286975.1	2	0	0	0	0	0	0	0	1	0	2	0
ENSG00000286976.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286977.1	0	2	1	0	3	0	0	0	0	0	0	0
ENSG00000286978.1	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000286979.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286980.1	11	19	11	9	13	4	16	11	17	11	7	12
ENSG00000286981.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286982.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286983.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286984.1	0	0	0	0	0	0	0	3	0	1	0	1
ENSG00000286985.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286986.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286987.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286988.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286989.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286990.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286991.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286992.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286993.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286994.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286995.2	292	269	286	242	176	187	53	64	62	25	35	49
ENSG00000286997.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286998.1	0	2	0	0	2	4	0	0	0	0	0	0
ENSG00000286999.1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000287000.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287001.3	0	0	0	0	0	1	0	0	0	0	2	0
ENSG00000287002.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287003.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287004.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287005.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287006.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287007.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287008.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287009.1	0	0	0	0	1	0	2	1	1	0	0	0
ENSG00000287010.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287011.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287012.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287014.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287015.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287016.1	1	3	0	0	0	2	4	4	1	0	1	1
ENSG00000287017.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287018.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287019.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287020.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287021.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287022.1	0	1	2	0	0	0	0	0	1	0	0	0
ENSG00000287023.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287024.1	132	127	123	78	78	69	20	22	23	8	9	9
ENSG00000287025.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287026.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287027.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287028.1	0	0	0	0	0	2	0	0	0	0	0	1
ENSG00000287029.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287030.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287031.1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000287032.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287033.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287034.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287035.1	1	3	0	4	0	0	3	1	2	1	1	1
ENSG00000287036.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287037.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287038.3	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000287039.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287040.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287041.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287042.3	10	12	0	4	2	4	5	7	4	6	3	1
ENSG00000287043.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287044.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287045.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287046.1	0	0	3	0	4	0	0	4	2	4	1	4
ENSG00000287047.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287048.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287049.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287050.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287051.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287052.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287053.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287054.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287055.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287056.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287057.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287058.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287059.1	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000287060.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287061.1	3	0	1	1	3	0	0	0	0	0	0	0
ENSG00000287062.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287063.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287064.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287065.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287066.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287067.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287068.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287069.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287070.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287071.2	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000287072.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287073.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287074.1	0	1	0	0	0	0	0	0	3	0	0	0
ENSG00000287075.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287076.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287077.1	6	0	0	0	0	3	3	0	1	5	0	0
ENSG00000287078.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287079.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287080.2	25	30	11	36	34	30	0	3	2	5	4	6
ENSG00000287081.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287082.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287083.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287084.2	1	1	0	1	1	0	0	0	0	1	0	0
ENSG00000287085.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287086.1	0	1	0	1	0	2	0	0	0	0	0	1
ENSG00000287087.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287088.1	0	0	0	0	0	0	3	2	1	1	0	0
ENSG00000287089.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287090.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287091.1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000287092.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287093.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287094.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287095.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287096.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287097.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287098.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287099.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287100.3	3	4	0	1	2	3	5	1.99999	0	1	0.99999	1
ENSG00000287101.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287102.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287103.1	1	1	1	2	0	0	0	0	0	0	0	1
ENSG00000287104.2	0	2	0	0	0	0	2	5	1	0	2	0
ENSG00000287105.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287106.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287107.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287108.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287109.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287110.3	1	1	2	4	0	0	1	0	5	0	0	0
ENSG00000287111.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287112.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287113.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287114.1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000287115.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287117.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287118.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287119.1	0	1	0	0	0	5	0	0	1	1	2	1
ENSG00000287120.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287121.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287122.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287123.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287124.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287125.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287126.1	1	1	0	0	0	2	1	1	1	0	2	0
ENSG00000287127.1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000287128.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287129.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287130.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287131.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287132.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287133.1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000287134.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287135.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287136.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287137.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287138.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287139.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287140.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287141.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287142.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287143.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287144.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287145.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287146.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287147.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287148.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287149.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287150.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287151.1	8	7	19	8	5	7	21	22	14	22	15	19
ENSG00000287152.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287153.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287154.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287155.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287156.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287157.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287158.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287159.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287160.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287161.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287162.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287163.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287164.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287165.1	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000287166.1	0	0	0	0	0	0	3	1	5	1	3	1
ENSG00000287167.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287168.3	2	0	0	0	0	0	1	16	11	12	7	14
ENSG00000287169.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287170.1	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000287171.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287172.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287173.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287174.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287175.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287176.1	196	160	175	166	150	98	66	36	28	32	40	24
ENSG00000287177.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287178.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287179.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287180.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287181.1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000287182.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287183.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287184.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287185.1	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000287186.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287187.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287188.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287189.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287190.1	1	1	0	0	0	1	0	0	0	2	0	0
ENSG00000287191.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287192.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287193.1	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000287194.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287195.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287196.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287197.1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000287198.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287199.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287200.1	5	15	24	11	15	15	55	48	46	35	32	40
ENSG00000287201.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287202.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287203.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287204.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287205.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287206.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287207.1	0	2	0	0	0	0	2	0	0	0	0	0
ENSG00000287208.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287209.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287210.1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000287211.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287212.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287213.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287214.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287215.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287216.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287217.1	0	3	4	0	2	13	3	3	3	0	2	2
ENSG00000287218.1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000287219.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287220.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287221.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287222.1	2	3	2	2	0	1	10	13	11	11	12	9
ENSG00000287223.1	0	0	5	0	0	0	0	0	0	0	1	0
ENSG00000287224.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287225.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287226.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287227.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287229.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287230.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287231.1	1	0	0	1	0	0	0	0	0	0	0	0
